,SONG,ARTIST,AUDIO FEATURE
4082,['Catalina Maria'],Please Don't Go,"[{'danceability': 0.56, 'energy': 0.00509, 'key': 10, 'loudness': -17.377, 'mode': 1, 'speechiness': 0.0553, 'acousticness': 0.86, 'instrumentalness': 0, 'liveness': 0.116, 'valence': 0.391, 'tempo': 123.26, 'type': 'audio_features', 'id': '6z1lvgLx2IiBNBXebQismg', 'uri': 'spotify:track:6z1lvgLx2IiBNBXebQismg', 'track_href': 'https://api.spotify.com/v1/tracks/6z1lvgLx2IiBNBXebQismg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6z1lvgLx2IiBNBXebQismg', 'duration_ms': 244390, 'time_signature': 3}]"
4083,['Kacey Musgraves'],Rainbow,"[{'danceability': 0.581, 'energy': 0.197, 'key': 3, 'loudness': -7.697, 'mode': 1, 'speechiness': 0.0329, 'acousticness': 0.88, 'instrumentalness': 0, 'liveness': 0.107, 'valence': 0.349, 'tempo': 130.367, 'type': 'audio_features', 'id': '79qxwHypONUt3AFq0WPpT9', 'uri': 'spotify:track:79qxwHypONUt3AFq0WPpT9', 'track_href': 'https://api.spotify.com/v1/tracks/79qxwHypONUt3AFq0WPpT9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/79qxwHypONUt3AFq0WPpT9', 'duration_ms': 214293, 'time_signature': 4}]"
4084,['Dio'],Rainbow in the Dark,"[{'danceability': 0.512, 'energy': 0.947, 'key': 9, 'loudness': -5.659, 'mode': 0, 'speechiness': 0.0401, 'acousticness': 0.000692, 'instrumentalness': 0.114, 'liveness': 0.0283, 'valence': 0.612, 'tempo': 117.461, 'type': 'audio_features', 'id': '2PpNgmrS9mAyrkRAwn6YPq', 'uri': 'spotify:track:2PpNgmrS9mAyrkRAwn6YPq', 'track_href': 'https://api.spotify.com/v1/tracks/2PpNgmrS9mAyrkRAwn6YPq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2PpNgmrS9mAyrkRAwn6YPq', 'duration_ms': 256933, 'time_signature': 4}]"
4085,['Jaden'],Rainbow Bap,"[{'danceability': 0.73, 'energy': 0.46, 'key': 1, 'loudness': -8.301, 'mode': 0, 'speechiness': 0.224, 'acousticness': 0.438, 'instrumentalness': 0.00102, 'liveness': 0.126, 'valence': 0.226, 'tempo': 97.947, 'type': 'audio_features', 'id': '0hmA5UgR7wphVWN83AVDgF', 'uri': 'spotify:track:0hmA5UgR7wphVWN83AVDgF', 'track_href': 'https://api.spotify.com/v1/tracks/0hmA5UgR7wphVWN83AVDgF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0hmA5UgR7wphVWN83AVDgF', 'duration_ms': 280308, 'time_signature': 4}]"
4086,['Kesha'],Rainbow,"[{'danceability': 0.622, 'energy': 0.393, 'key': 0, 'loudness': -6.269, 'mode': 1, 'speechiness': 0.0281, 'acousticness': 0.693, 'instrumentalness': 0, 'liveness': 0.124, 'valence': 0.548, 'tempo': 120.111, 'type': 'audio_features', 'id': '2Tuc96S4JToUiQSLW3aMec', 'uri': 'spotify:track:2Tuc96S4JToUiQSLW3aMec', 'track_href': 'https://api.spotify.com/v1/tracks/2Tuc96S4JToUiQSLW3aMec', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Tuc96S4JToUiQSLW3aMec', 'duration_ms': 218640, 'time_signature': 4}]"
4087,['Sia'],Rainbow,"[{'danceability': 0.528, 'energy': 0.843, 'key': 2, 'loudness': -4.034, 'mode': 1, 'speechiness': 0.109, 'acousticness': 0.303, 'instrumentalness': 0, 'liveness': 0.0621, 'valence': 0.399, 'tempo': 81.881, 'type': 'audio_features', 'id': '6j4zMbkadk8COLU0zu9vYV', 'uri': 'spotify:track:6j4zMbkadk8COLU0zu9vYV', 'track_href': 'https://api.spotify.com/v1/tracks/6j4zMbkadk8COLU0zu9vYV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6j4zMbkadk8COLU0zu9vYV', 'duration_ms': 197027, 'time_signature': 4}]"
4088,['Pretty Lights'],Rainbows & Waterfalls,"[{'danceability': 0.629, 'energy': 0.834, 'key': 2, 'loudness': -6.059, 'mode': 0, 'speechiness': 0.0667, 'acousticness': 0.209, 'instrumentalness': 0.000884, 'liveness': 0.219, 'valence': 0.417, 'tempo': 93.983, 'type': 'audio_features', 'id': '4bJbr3OZKvkFx57s2BIu8V', 'uri': 'spotify:track:4bJbr3OZKvkFx57s2BIu8V', 'track_href': 'https://api.spotify.com/v1/tracks/4bJbr3OZKvkFx57s2BIu8V', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4bJbr3OZKvkFx57s2BIu8V', 'duration_ms': 254681, 'time_signature': 4}]"
4089,['Sleeping At Last'],Rainbow Connection,"[{'danceability': 0.513, 'energy': 0.183, 'key': 2, 'loudness': -10.249, 'mode': 1, 'speechiness': 0.0407, 'acousticness': 0.966, 'instrumentalness': 0, 'liveness': 0.327, 'valence': 0.266, 'tempo': 107.18, 'type': 'audio_features', 'id': '0dDdc2ugBXcZkO00xvR6wZ', 'uri': 'spotify:track:0dDdc2ugBXcZkO00xvR6wZ', 'track_href': 'https://api.spotify.com/v1/tracks/0dDdc2ugBXcZkO00xvR6wZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0dDdc2ugBXcZkO00xvR6wZ', 'duration_ms': 192571, 'time_signature': 3}]"
4090,['Dialgatozor'],Rainbow,"[{'danceability': 0.639, 'energy': 0.268, 'key': 2, 'loudness': -14.953, 'mode': 0, 'speechiness': 0.0866, 'acousticness': 0.249, 'instrumentalness': 0.887, 'liveness': 0.105, 'valence': 0.233, 'tempo': 154.019, 'type': 'audio_features', 'id': '1S2c7lhcSDMKHNPFqASLxI', 'uri': 'spotify:track:1S2c7lhcSDMKHNPFqASLxI', 'track_href': 'https://api.spotify.com/v1/tracks/1S2c7lhcSDMKHNPFqASLxI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1S2c7lhcSDMKHNPFqASLxI', 'duration_ms': 126276, 'time_signature': 4}]"
4091,['HM Surf'],Rainbow,"[{'danceability': 0.611, 'energy': 0.433, 'key': 5, 'loudness': -11.521, 'mode': 1, 'speechiness': 0.149, 'acousticness': 0.736, 'instrumentalness': 0.515, 'liveness': 0.0742, 'valence': 0.175, 'tempo': 212.976, 'type': 'audio_features', 'id': '1Z975jWe6pMXVnT3Bf7eJw', 'uri': 'spotify:track:1Z975jWe6pMXVnT3Bf7eJw', 'track_href': 'https://api.spotify.com/v1/tracks/1Z975jWe6pMXVnT3Bf7eJw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Z975jWe6pMXVnT3Bf7eJw', 'duration_ms': 130591, 'time_signature': 3}]"
4092,['Kermit'],"Rainbow Connection - From ""The Muppet Movie""/Soundtrack Version","[{'danceability': 0.709, 'energy': 0.311, 'key': 9, 'loudness': -13.637, 'mode': 1, 'speechiness': 0.0386, 'acousticness': 0.53, 'instrumentalness': 0, 'liveness': 0.0976, 'valence': 0.361, 'tempo': 115.147, 'type': 'audio_features', 'id': '4Fx3LVYQXplhz70cfoqbgq', 'uri': 'spotify:track:4Fx3LVYQXplhz70cfoqbgq', 'track_href': 'https://api.spotify.com/v1/tracks/4Fx3LVYQXplhz70cfoqbgq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4Fx3LVYQXplhz70cfoqbgq', 'duration_ms': 195813, 'time_signature': 3}]"
4093,"['Swedish House Mafia', 'John Martin']",Don't You Worry Child - Radio Edit,"[{'danceability': 0.612, 'energy': 0.84, 'key': 11, 'loudness': -3.145, 'mode': 0, 'speechiness': 0.0509, 'acousticness': 0.112, 'instrumentalness': 0, 'liveness': 0.116, 'valence': 0.438, 'tempo': 129.042, 'type': 'audio_features', 'id': '2V65y3PX4DkRhy1djlxd9p', 'uri': 'spotify:track:2V65y3PX4DkRhy1djlxd9p', 'track_href': 'https://api.spotify.com/v1/tracks/2V65y3PX4DkRhy1djlxd9p', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2V65y3PX4DkRhy1djlxd9p', 'duration_ms': 212862, 'time_signature': 4}]"
4094,['Madilyn Bailey'],Don't You Worry Child,"[{'danceability': 0.463, 'energy': 0.356, 'key': 4, 'loudness': -7.751, 'mode': 0, 'speechiness': 0.0417, 'acousticness': 0.814, 'instrumentalness': 0, 'liveness': 0.334, 'valence': 0.378, 'tempo': 125.231, 'type': 'audio_features', 'id': '5yGW5jpNzRr66bczvCHInX', 'uri': 'spotify:track:5yGW5jpNzRr66bczvCHInX', 'track_href': 'https://api.spotify.com/v1/tracks/5yGW5jpNzRr66bczvCHInX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5yGW5jpNzRr66bczvCHInX', 'duration_ms': 207787, 'time_signature': 1}]"
4095,"['Swedish House Mafia', 'John Martin']",Don't You Worry Child,"[{'danceability': 0.632, 'energy': 0.88, 'key': 2, 'loudness': -4.051, 'mode': 1, 'speechiness': 0.0463, 'acousticness': 0.0144, 'instrumentalness': 0.0021, 'liveness': 0.118, 'valence': 0.338, 'tempo': 129.007, 'type': 'audio_features', 'id': '043bfUkTydw0xJ5JjOT91w', 'uri': 'spotify:track:043bfUkTydw0xJ5JjOT91w', 'track_href': 'https://api.spotify.com/v1/tracks/043bfUkTydw0xJ5JjOT91w', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/043bfUkTydw0xJ5JjOT91w', 'duration_ms': 403493, 'time_signature': 4}]"
4096,"['Swedish House Mafia', 'John Martin']",Don't You Worry Child - Acoustic Version,"[{'danceability': 0.554, 'energy': 0.792, 'key': 11, 'loudness': -8.166, 'mode': 0, 'speechiness': 0.0309, 'acousticness': 0.406, 'instrumentalness': 0.000665, 'liveness': 0.315, 'valence': 0.537, 'tempo': 102.042, 'type': 'audio_features', 'id': '4BpndTKEqpLgntffipC53q', 'uri': 'spotify:track:4BpndTKEqpLgntffipC53q', 'track_href': 'https://api.spotify.com/v1/tracks/4BpndTKEqpLgntffipC53q', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4BpndTKEqpLgntffipC53q', 'duration_ms': 257923, 'time_signature': 4}]"
4097,"['KALUMA', 'Courtney Drummey']",Don't You Worry Child,"[{'danceability': 0.763, 'energy': 0.69, 'key': 4, 'loudness': -6.553, 'mode': 0, 'speechiness': 0.0317, 'acousticness': 0.0533, 'instrumentalness': 0.0116, 'liveness': 0.21, 'valence': 0.0392, 'tempo': 115.066, 'type': 'audio_features', 'id': '6YDCi9p5yW7szS6dgWyxgx', 'uri': 'spotify:track:6YDCi9p5yW7szS6dgWyxgx', 'track_href': 'https://api.spotify.com/v1/tracks/6YDCi9p5yW7szS6dgWyxgx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6YDCi9p5yW7szS6dgWyxgx', 'duration_ms': 227092, 'time_signature': 4}]"
4098,"['The Piano Guys', 'Shweta Subram']",Don't You Worry Child (feat. Shweta Subram),"[{'danceability': 0.537, 'energy': 0.704, 'key': 2, 'loudness': -6.523, 'mode': 1, 'speechiness': 0.0345, 'acousticness': 0.824, 'instrumentalness': 0.244, 'liveness': 0.0767, 'valence': 0.405, 'tempo': 129.882, 'type': 'audio_features', 'id': '7yWWGHEE0BHHcQYl4JPRtJ', 'uri': 'spotify:track:7yWWGHEE0BHHcQYl4JPRtJ', 'track_href': 'https://api.spotify.com/v1/tracks/7yWWGHEE0BHHcQYl4JPRtJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7yWWGHEE0BHHcQYl4JPRtJ', 'duration_ms': 243413, 'time_signature': 4}]"
4099,"['Beth', 'Charming Horses']",Don't You Worry Child - Charming Horses Remix Edit,"[{'danceability': 0.752, 'energy': 0.817, 'key': 4, 'loudness': -5.727, 'mode': 0, 'speechiness': 0.0278, 'acousticness': 0.0258, 'instrumentalness': 0.00152, 'liveness': 0.354, 'valence': 0.362, 'tempo': 121.973, 'type': 'audio_features', 'id': '70vh9toYZ7tuGLB46HwZsA', 'uri': 'spotify:track:70vh9toYZ7tuGLB46HwZsA', 'track_href': 'https://api.spotify.com/v1/tracks/70vh9toYZ7tuGLB46HwZsA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/70vh9toYZ7tuGLB46HwZsA', 'duration_ms': 216393, 'time_signature': 4}]"
4100,"['Kurt Hugo Schneider', 'Sam Tsui']",Don't You Worry Child,"[{'danceability': 0.518, 'energy': 0.386, 'key': 2, 'loudness': -9.294, 'mode': 1, 'speechiness': 0.0321, 'acousticness': 0.804, 'instrumentalness': 0, 'liveness': 0.633, 'valence': 0.287, 'tempo': 124.968, 'type': 'audio_features', 'id': '2xDDetMrYexhj1gKK634iC', 'uri': 'spotify:track:2xDDetMrYexhj1gKK634iC', 'track_href': 'https://api.spotify.com/v1/tracks/2xDDetMrYexhj1gKK634iC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2xDDetMrYexhj1gKK634iC', 'duration_ms': 193920, 'time_signature': 4}]"
4101,"[""The Nor'easters""]",Don't You Worry Child,"[{'danceability': 0.407, 'energy': 0.724, 'key': 4, 'loudness': -6.718, 'mode': 1, 'speechiness': 0.0514, 'acousticness': 0.0867, 'instrumentalness': 0.00103, 'liveness': 0.148, 'valence': 0.0906, 'tempo': 129.812, 'type': 'audio_features', 'id': '36tphaZxBpQouFhUWFi8sZ', 'uri': 'spotify:track:36tphaZxBpQouFhUWFi8sZ', 'track_href': 'https://api.spotify.com/v1/tracks/36tphaZxBpQouFhUWFi8sZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/36tphaZxBpQouFhUWFi8sZ', 'duration_ms': 206791, 'time_signature': 4}]"
4102,['Anthem Lights'],Don't You Worry Child,"[{'danceability': 0.545, 'energy': 0.423, 'key': 2, 'loudness': -6.056, 'mode': 1, 'speechiness': 0.0284, 'acousticness': 0.637, 'instrumentalness': 0, 'liveness': 0.206, 'valence': 0.329, 'tempo': 124.753, 'type': 'audio_features', 'id': '5NzxUgnw69HcVbIXDbdxok', 'uri': 'spotify:track:5NzxUgnw69HcVbIXDbdxok', 'track_href': 'https://api.spotify.com/v1/tracks/5NzxUgnw69HcVbIXDbdxok', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5NzxUgnw69HcVbIXDbdxok', 'duration_ms': 232788, 'time_signature': 4}]"
4103,['VASSY'],Just Cant Get Enough,"[{'danceability': 0.899, 'energy': 0.37, 'key': 0, 'loudness': -8.316, 'mode': 0, 'speechiness': 0.177, 'acousticness': 0.503, 'instrumentalness': 0, 'liveness': 0.105, 'valence': 0.768, 'tempo': 104.229, 'type': 'audio_features', 'id': '0yDU1ZjW870SAdF0n1ST2n', 'uri': 'spotify:track:0yDU1ZjW870SAdF0n1ST2n', 'track_href': 'https://api.spotify.com/v1/tracks/0yDU1ZjW870SAdF0n1ST2n', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0yDU1ZjW870SAdF0n1ST2n', 'duration_ms': 105493, 'time_signature': 4}]"
4104,['VASSY'],Moment for Life,"[{'danceability': 0.808, 'energy': 0.376, 'key': 11, 'loudness': -7.349, 'mode': 1, 'speechiness': 0.236, 'acousticness': 0.447, 'instrumentalness': 0, 'liveness': 0.096, 'valence': 0.758, 'tempo': 139.458, 'type': 'audio_features', 'id': '70YGaFieGIjDOGUsIFZUq3', 'uri': 'spotify:track:70YGaFieGIjDOGUsIFZUq3', 'track_href': 'https://api.spotify.com/v1/tracks/70YGaFieGIjDOGUsIFZUq3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/70YGaFieGIjDOGUsIFZUq3', 'duration_ms': 178480, 'time_signature': 3}]"
4105,['VASSY'],Lazy Song,"[{'danceability': 0.659, 'energy': 0.205, 'key': 9, 'loudness': -13.242, 'mode': 1, 'speechiness': 0.631, 'acousticness': 0.218, 'instrumentalness': 0, 'liveness': 0.101, 'valence': 0.79, 'tempo': 179.992, 'type': 'audio_features', 'id': '4agsuG6QqHKQEpN92EZsC0', 'uri': 'spotify:track:4agsuG6QqHKQEpN92EZsC0', 'track_href': 'https://api.spotify.com/v1/tracks/4agsuG6QqHKQEpN92EZsC0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4agsuG6QqHKQEpN92EZsC0', 'duration_ms': 106026, 'time_signature': 4}]"
4106,['VASSY'],Born This Way,"[{'danceability': 0.761, 'energy': 0.344, 'key': 10, 'loudness': -6.094, 'mode': 1, 'speechiness': 0.0377, 'acousticness': 0.672, 'instrumentalness': 0, 'liveness': 0.0948, 'valence': 0.658, 'tempo': 97.039, 'type': 'audio_features', 'id': '4FBAC5V8cpGQXpLEbeMrcJ', 'uri': 'spotify:track:4FBAC5V8cpGQXpLEbeMrcJ', 'track_href': 'https://api.spotify.com/v1/tracks/4FBAC5V8cpGQXpLEbeMrcJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4FBAC5V8cpGQXpLEbeMrcJ', 'duration_ms': 101443, 'time_signature': 4}]"
4107,['VASSY'],Remember The Time,"[{'danceability': 0.703, 'energy': 0.335, 'key': 4, 'loudness': -10.055, 'mode': 0, 'speechiness': 0.0491, 'acousticness': 0.455, 'instrumentalness': 0, 'liveness': 0.11, 'valence': 0.57, 'tempo': 102.129, 'type': 'audio_features', 'id': '7BydAqFOPwwLauZR1PogtN', 'uri': 'spotify:track:7BydAqFOPwwLauZR1PogtN', 'track_href': 'https://api.spotify.com/v1/tracks/7BydAqFOPwwLauZR1PogtN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7BydAqFOPwwLauZR1PogtN', 'duration_ms': 180000, 'time_signature': 4}]"
4108,['VASSY'],Dont Close Your Eyes,"[{'danceability': 0.576, 'energy': 0.351, 'key': 9, 'loudness': -9.673, 'mode': 1, 'speechiness': 0.0322, 'acousticness': 0.728, 'instrumentalness': 0, 'liveness': 0.112, 'valence': 0.363, 'tempo': 79.945, 'type': 'audio_features', 'id': '76XAyzNXECOL3PRNn0iPZT', 'uri': 'spotify:track:76XAyzNXECOL3PRNn0iPZT', 'track_href': 'https://api.spotify.com/v1/tracks/76XAyzNXECOL3PRNn0iPZT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/76XAyzNXECOL3PRNn0iPZT', 'duration_ms': 236250, 'time_signature': 4}]"
4109,['VASSY'],Till The End Of The World,"[{'danceability': 0.848, 'energy': 0.334, 'key': 0, 'loudness': -6.357, 'mode': 1, 'speechiness': 0.0594, 'acousticness': 0.748, 'instrumentalness': 0, 'liveness': 0.112, 'valence': 0.435, 'tempo': 129.746, 'type': 'audio_features', 'id': '0tDdpc6nC9P267MRueZ6vP', 'uri': 'spotify:track:0tDdpc6nC9P267MRueZ6vP', 'track_href': 'https://api.spotify.com/v1/tracks/0tDdpc6nC9P267MRueZ6vP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0tDdpc6nC9P267MRueZ6vP', 'duration_ms': 112615, 'time_signature': 4}]"
4110,['VASSY'],Find Your Love For Me,"[{'danceability': 0.742, 'energy': 0.555, 'key': 3, 'loudness': -5.983, 'mode': 0, 'speechiness': 0.0897, 'acousticness': 0.636, 'instrumentalness': 3.19e-05, 'liveness': 0.102, 'valence': 0.761, 'tempo': 102.069, 'type': 'audio_features', 'id': '4yNbSnFanR69cWS0aUmSpp', 'uri': 'spotify:track:4yNbSnFanR69cWS0aUmSpp', 'track_href': 'https://api.spotify.com/v1/tracks/4yNbSnFanR69cWS0aUmSpp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4yNbSnFanR69cWS0aUmSpp', 'duration_ms': 152941, 'time_signature': 4}]"
4111,['VASSY'],Lover Man,"[{'danceability': 0.647, 'energy': 0.166, 'key': 6, 'loudness': -11.49, 'mode': 1, 'speechiness': 0.0431, 'acousticness': 0.823, 'instrumentalness': 0, 'liveness': 0.104, 'valence': 0.348, 'tempo': 132.798, 'type': 'audio_features', 'id': '65sLOsUYLqMZsKLPd0zEJk', 'uri': 'spotify:track:65sLOsUYLqMZsKLPd0zEJk', 'track_href': 'https://api.spotify.com/v1/tracks/65sLOsUYLqMZsKLPd0zEJk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/65sLOsUYLqMZsKLPd0zEJk', 'duration_ms': 138600, 'time_signature': 4}]"
4112,['VASSY'],E.T.,"[{'danceability': 0.735, 'energy': 0.278, 'key': 2, 'loudness': -6.357, 'mode': 0, 'speechiness': 0.188, 'acousticness': 0.694, 'instrumentalness': 0, 'liveness': 0.0866, 'valence': 0.515, 'tempo': 148.537, 'type': 'audio_features', 'id': '1fzCr8Gms2Y4SmSCK1ltWn', 'uri': 'spotify:track:1fzCr8Gms2Y4SmSCK1ltWn', 'track_href': 'https://api.spotify.com/v1/tracks/1fzCr8Gms2Y4SmSCK1ltWn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1fzCr8Gms2Y4SmSCK1ltWn', 'duration_ms': 148240, 'time_signature': 4}]"
4113,['Anssi Kela'],1972,"[{'danceability': 0.54, 'energy': 0.67, 'key': 3, 'loudness': -4.779, 'mode': 1, 'speechiness': 0.0948, 'acousticness': 0.0186, 'instrumentalness': 0, 'liveness': 0.14, 'valence': 0.521, 'tempo': 154.004, 'type': 'audio_features', 'id': '6qdwcDPbOjkGXZXepd3UoE', 'uri': 'spotify:track:6qdwcDPbOjkGXZXepd3UoE', 'track_href': 'https://api.spotify.com/v1/tracks/6qdwcDPbOjkGXZXepd3UoE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6qdwcDPbOjkGXZXepd3UoE', 'duration_ms': 249427, 'time_signature': 4}]"
4114,['Anssi Kela'],Mikan Faijan BMW,"[{'danceability': 0.556, 'energy': 0.814, 'key': 0, 'loudness': -4.237, 'mode': 1, 'speechiness': 0.0388, 'acousticness': 0.0213, 'instrumentalness': 0, 'liveness': 0.0909, 'valence': 0.647, 'tempo': 88.222, 'type': 'audio_features', 'id': '4FQsNEaJfNgeFrEBHYRVco', 'uri': 'spotify:track:4FQsNEaJfNgeFrEBHYRVco', 'track_href': 'https://api.spotify.com/v1/tracks/4FQsNEaJfNgeFrEBHYRVco', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4FQsNEaJfNgeFrEBHYRVco', 'duration_ms': 255787, 'time_signature': 4}]"
4115,['Anssi Kela'],Puistossa,"[{'danceability': 0.681, 'energy': 0.63, 'key': 4, 'loudness': -7.04, 'mode': 0, 'speechiness': 0.149, 'acousticness': 0.0653, 'instrumentalness': 9.52e-06, 'liveness': 0.186, 'valence': 0.755, 'tempo': 81.937, 'type': 'audio_features', 'id': '4MtfTyJcmXKnHrPitUPZSC', 'uri': 'spotify:track:4MtfTyJcmXKnHrPitUPZSC', 'track_href': 'https://api.spotify.com/v1/tracks/4MtfTyJcmXKnHrPitUPZSC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4MtfTyJcmXKnHrPitUPZSC', 'duration_ms': 270187, 'time_signature': 4}]"
4116,['Anssi Kela'],Milla,"[{'danceability': 0.575, 'energy': 0.8, 'key': 7, 'loudness': -4.57, 'mode': 1, 'speechiness': 0.044, 'acousticness': 0.00217, 'instrumentalness': 0, 'liveness': 0.128, 'valence': 0.719, 'tempo': 142.999, 'type': 'audio_features', 'id': '7la1dkJcAbML4Gz8osgFvN', 'uri': 'spotify:track:7la1dkJcAbML4Gz8osgFvN', 'track_href': 'https://api.spotify.com/v1/tracks/7la1dkJcAbML4Gz8osgFvN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7la1dkJcAbML4Gz8osgFvN', 'duration_ms': 267787, 'time_signature': 4}]"
4117,['Anssi Kela'],Nummela,"[{'danceability': 0.626, 'energy': 0.711, 'key': 2, 'loudness': -7.0, 'mode': 1, 'speechiness': 0.0625, 'acousticness': 0.0156, 'instrumentalness': 1.32e-05, 'liveness': 0.0708, 'valence': 0.782, 'tempo': 88.98, 'type': 'audio_features', 'id': '1qQCHZbjflpA3OYp2F3TJu', 'uri': 'spotify:track:1qQCHZbjflpA3OYp2F3TJu', 'track_href': 'https://api.spotify.com/v1/tracks/1qQCHZbjflpA3OYp2F3TJu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1qQCHZbjflpA3OYp2F3TJu', 'duration_ms': 330067, 'time_signature': 4}]"
4118,['Anssi Kela'],Nolla,"[{'danceability': 0.475, 'energy': 0.698, 'key': 5, 'loudness': -5.822, 'mode': 1, 'speechiness': 0.0285, 'acousticness': 4.05e-05, 'instrumentalness': 0.00134, 'liveness': 0.0749, 'valence': 0.303, 'tempo': 119.565, 'type': 'audio_features', 'id': '5pZQhH2vsIuJarZakkfgqo', 'uri': 'spotify:track:5pZQhH2vsIuJarZakkfgqo', 'track_href': 'https://api.spotify.com/v1/tracks/5pZQhH2vsIuJarZakkfgqo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5pZQhH2vsIuJarZakkfgqo', 'duration_ms': 275427, 'time_signature': 4}]"
4119,['Anssi Kela'],Kaksi Sisarta,"[{'danceability': 0.825, 'energy': 0.64, 'key': 2, 'loudness': -6.183, 'mode': 1, 'speechiness': 0.0308, 'acousticness': 0.514, 'instrumentalness': 9.06e-06, 'liveness': 0.0801, 'valence': 0.87, 'tempo': 110.002, 'type': 'audio_features', 'id': '1e962sDDswGXoasni9YdiF', 'uri': 'spotify:track:1e962sDDswGXoasni9YdiF', 'track_href': 'https://api.spotify.com/v1/tracks/1e962sDDswGXoasni9YdiF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1e962sDDswGXoasni9YdiF', 'duration_ms': 259733, 'time_signature': 4}]"
4120,['Anssi Kela'],Älä mene pois,"[{'danceability': 0.506, 'energy': 0.492, 'key': 2, 'loudness': -6.795, 'mode': 1, 'speechiness': 0.0244, 'acousticness': 0.0828, 'instrumentalness': 0, 'liveness': 0.351, 'valence': 0.301, 'tempo': 92.001, 'type': 'audio_features', 'id': '40sqpHEPuNYxT7drRHWHDR', 'uri': 'spotify:track:40sqpHEPuNYxT7drRHWHDR', 'track_href': 'https://api.spotify.com/v1/tracks/40sqpHEPuNYxT7drRHWHDR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/40sqpHEPuNYxT7drRHWHDR', 'duration_ms': 203560, 'time_signature': 4}]"
4121,['Anssi Kela'],Puistossa - Live,"[{'danceability': 0.471, 'energy': 0.722, 'key': 2, 'loudness': -7.656, 'mode': 1, 'speechiness': 0.0558, 'acousticness': 0.342, 'instrumentalness': 2.22e-06, 'liveness': 0.84, 'valence': 0.492, 'tempo': 91.684, 'type': 'audio_features', 'id': '18O3aqkpva5FnekCJ2LMLg', 'uri': 'spotify:track:18O3aqkpva5FnekCJ2LMLg', 'track_href': 'https://api.spotify.com/v1/tracks/18O3aqkpva5FnekCJ2LMLg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/18O3aqkpva5FnekCJ2LMLg', 'duration_ms': 285293, 'time_signature': 4}]"
4122,['Anssi Kela'],Nummela - Live,"[{'danceability': 0.424, 'energy': 0.632, 'key': 2, 'loudness': -7.905, 'mode': 1, 'speechiness': 0.0371, 'acousticness': 0.0616, 'instrumentalness': 7.44e-05, 'liveness': 0.936, 'valence': 0.214, 'tempo': 90.855, 'type': 'audio_features', 'id': '41kSPjvWZzxfwlR7N7Iufq', 'uri': 'spotify:track:41kSPjvWZzxfwlR7N7Iufq', 'track_href': 'https://api.spotify.com/v1/tracks/41kSPjvWZzxfwlR7N7Iufq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/41kSPjvWZzxfwlR7N7Iufq', 'duration_ms': 452080, 'time_signature': 4}]"
